"Date","Price","Open","High","Low","Change %"
"Jul 14, 2022","1,5327","","","","3,75%"
"Jul 13, 2022","1,4773","","","","2,24%"
"Jul 12, 2022","1,4449","","","","-8,13%"
"Jul 11, 2022","1,5728","","","","-5,36%"
"Jul 08, 2022","1,6618","","","","1,44%"
"Jul 07, 2022","1,6382","","","","8,71%"
"Jul 06, 2022","1,5069","","","","-4,65%"
"Jul 05, 2022","1,5804","","","","-9,06%"
"Jul 04, 2022","1,7379","","","","8,05%"
"Jul 01, 2022","1,6084","","","","-8,55%"
"Jun 30, 2022","1,7587","","","","-6,62%"
"Jun 29, 2022","1,8833","","","","-6%"
"Jun 28, 2022","2,0036","","","","5,66%"
"Jun 27, 2022","1,8962","","","","6,13%"
"Jun 24, 2022","1,7866","","","","-0,24%"
"Jun 23, 2022","1,7909","","","","-10,32%"
"Jun 22, 2022","1,9971","","","","-6,82%"
"Jun 21, 2022","2,1432","","","","1,63%"
"Jun 20, 2022","2,1088","","","","4,23%"
"Jun 17, 2022","2,0232","","","","-1,85%"
"Jun 16, 2022","2,0613","","","","1,31%"
"Jun 15, 2022","2,0346","","","","-1,53%"
"Jun 14, 2022","2,0663","","","","4,51%"
"Jun 13, 2022","1,9771","","","","6,51%"
"Jun 10, 2022","1,8563","","","","2,76%"
"Jun 09, 2022","1,8064","","","","6%"
"Jun 08, 2022","1,7041","","","","2,53%"
"Jun 07, 2022","1,6621","","","","-1,55%"
"Jun 06, 2022","1,6883","","","","2,06%"
"Jun 03, 2022","1,6542","","","","3,28%"
"Jun 02, 2022","1,6017","","","","0,85%"
"Jun 01, 2022","1,5882","","","","5,75%"
"May 31, 2022","1,5019","","","","6,12%"
"May 30, 2022","1,4153","","","","5,9%"
"May 27, 2022","1,3365","","","","0,19%"
"May 26, 2022","1,3339","","","","2,62%"
"May 25, 2022","1,2998","","","","-0,2%"
"May 24, 2022","1,3024","","","","-4,24%"
"May 23, 2022","1,3601","","","","4,39%"
"May 20, 2022","1,3029","","","","0,84%"
"May 19, 2022","1,2921","","","","-6,4%"
"May 18, 2022","1,3804","","","","-1,62%"
"May 17, 2022","1,4031","","","","8,69%"
"May 16, 2022","1,2909","","","","3,05%"
"May 13, 2022","1,2527","","","","2,04%"
"May 12, 2022","1,2277","","","","-10,29%"
"May 11, 2022","1,3685","","","","0,26%"
"May 10, 2022","1,3649","","","","-6,39%"
"May 09, 2022","1,458","","","","-2,71%"
"May 06, 2022","1,4986","","","","8,09%"
"May 05, 2022","1,3864","","","","5,62%"
"May 04, 2022","1,3126","","","","3,31%"
"May 03, 2022","1,2706","","","","-1,48%"
"May 02, 2022","1,2897","","","","0,69%"
"Apr 29, 2022","1,2809","","","","3,79%"
"Apr 28, 2022","1,2341","","","","9,48%"
"Apr 27, 2022","1,1272","","","","0,6%"
"Apr 26, 2022","1,1205","","","","-3,18%"
"Apr 25, 2022","1,1573","","","","-9,3%"
"Apr 22, 2022","1,2759","","","","3,24%"
"Apr 21, 2022","1,2358","","","","6,17%"
"Apr 20, 2022","1,164","","","","-2,92%"
"Apr 19, 2022","1,199","","","","9,77%"
"Apr 18, 2022","1,0923","","","","0,61%"
"Apr 15, 2022","1,0857","","","","1,59%"
"Apr 14, 2022","1,0687","","","","0,62%"
"Apr 13, 2022","1,0621","","","","-0,66%"
"Apr 12, 2022","1,0692","","","","-1,99%"
"Apr 11, 2022","1,0909","","","","11,43%"
"Apr 08, 2022","0,979","","","","2,99%"
"Apr 07, 2022","0,9506","","","","2,16%"
"Apr 06, 2022","0,9305","","","","3,94%"
"Apr 05, 2022","0,8952","","","","11,8%"
"Apr 04, 2022","0,8007","","","","-3,87%"
"Apr 01, 2022","0,8329","","","","1,3%"
"Mar 31, 2022","0,8222","","","","-11,34%"
"Mar 30, 2022","0,9274","","","","1,4%"
"Mar 29, 2022","0,9146","","","","10,09%"
"Mar 28, 2022","0,8308","","","","0,17%"
"Mar 25, 2022","0,8294","","","","5,76%"
"Mar 24, 2022","0,7842","","","","6,72%"
"Mar 23, 2022","0,7348","","","","-3,39%"
"Mar 22, 2022","0,7606","","","","8,58%"
"Mar 21, 2022","0,7005","","","","12,4%"
"Mar 18, 2022","0,6232","","","","-5,53%"
"Mar 17, 2022","0,6597","","","","-0,65%"
"Mar 16, 2022","0,664","","","","10,35%"
"Mar 15, 2022","0,6017","","","","-7,59%"
"Mar 14, 2022","0,6511","","","","15,06%"
"Mar 11, 2022","0,5659","","","","3,63%"
"Mar 10, 2022","0,5461","","","","10,48%"
"Mar 09, 2022","0,4943","","","","20,83%"
"Mar 08, 2022","0,4091","","","","38,44%"
"Mar 07, 2022","0,2955","","","","36,24%"
"Mar 04, 2022","0,2169","","","","-34,71%"
"Mar 03, 2022","0,3322","","","","-0,51%"
"Mar 02, 2022","0,3339","","","","23,48%"
"Mar 01, 2022","0,2704","","","","-40,02%"
"Feb 28, 2022","0,4508","","","","-13,92%"
"Feb 25, 2022","0,5237","","","","8,61%"
"Feb 24, 2022","0,4822","","","","-3,71%"
"Feb 23, 2022","0,5008","","","","-9,57%"
"Feb 22, 2022","0,5538","","","","7,2%"
"Feb 21, 2022","0,5166","","","","5,88%"
"Feb 18, 2022","0,4879","","","","-9,56%"
"Feb 17, 2022","0,5395","","","","-7,4%"
"Feb 16, 2022","0,5826","","","","-7,9%"
"Feb 15, 2022","0,6326","","","","8,08%"
"Feb 14, 2022","0,5853","","","","0,58%"
"Feb 11, 2022","0,5819","","","","5,65%"
"Feb 10, 2022","0,5508","","","","18,17%"
"Feb 09, 2022","0,4661","","","","-12,27%"
"Feb 08, 2022","0,5313","","","","4,61%"
"Feb 07, 2022","0,5079","","","","6,68%"
"Feb 04, 2022","0,4761","","","","21,27%"
"Feb 03, 2022","0,3926","","","","46,88%"
"Feb 02, 2022","0,2673","","","","5,28%"
"Feb 01, 2022","0,2539","","","","13,4%"
"Jan 31, 2022","0,2239","","","","44,08%"
"Jan 28, 2022","0,1554","","","","16,23%"
"Jan 27, 2022","0,1337","","","","-1,18%"
"Jan 26, 2022","0,1353","","","","19,21%"
"Jan 25, 2022","0,1135","","","","37,41%"
"Jan 24, 2022","0,0826","","","","-37,8%"
"Jan 21, 2022","0,1328","","","","-14,05%"
"Jan 20, 2022","0,1545","","","","-10,38%"
"Jan 19, 2022","0,1724","","","","1,95%"
"Jan 18, 2022","0,1691","","","","3,3%"
"Jan 17, 2022","0,1637","","","","7,41%"
"Jan 14, 2022","0,1524","","","","66,74%"
"Jan 13, 2022","0,0914","","","","-33,24%"
"Jan 12, 2022","0,1369","","","","-15,07%"
"Jan 11, 2022","0,1612","","","","11,56%"
"Jan 10, 2022","0,1445","","","","1,47%"
"Jan 07, 2022","0,1424","","","","8,95%"
"Jan 06, 2022","0,1307","","","","36,72%"
"Jan 05, 2022","0,0956","","","","-6,55%"
"Jan 04, 2022","0,1023","","","","-13,74%"
"Jan 03, 2022","0,1186","","","","41,36%"
"Dec 30, 2021","0,0839","","","","7,29%"
"Dec 29, 2021","0,0782","","","","91,2%"
"Dec 28, 2021","0,0409","","","","12,67%"
"Dec 27, 2021","0,0363","","","","282,11%"
"Dec 24, 2021","0,0095","","","","-64,94%"
"Dec 23, 2021","0,0271","","","","-322,68%"
"Dec 22, 2021","-0,01217","","","","-60,15%"
"Dec 21, 2021","-0,03054","","","","-68,07%"
"Dec 20, 2021","-0,09565","","","","-5,86%"
"Dec 17, 2021","-0,1016","","","","19,53%"
"Dec 16, 2021","-0,085","","","","-17,64%"
"Dec 15, 2021","-0,1032","","","","-1,05%"
"Dec 14, 2021","-0,1043","","","","-12,21%"
"Dec 13, 2021","-0,1188","","","","15,68%"
"Dec 10, 2021","-0,1027","","","","37,85%"
"Dec 09, 2021","-0,0745","","","","159,58%"
"Dec 08, 2021","-0,0287","","","","-69,21%"
"Dec 07, 2021","-0,0932","","","","-6,05%"
"Dec 06, 2021","-0,0992","","","","10,83%"
"Dec 03, 2021","-0,08951","","","","5,06%"
"Dec 02, 2021","-0,0852","","","","118,01%"
"Dec 01, 2021","-0,03908","","","","-40,24%"
"Nov 30, 2021","-0,06539","","","","56,59%"
"Nov 29, 2021","-0,04176","","","","-25,69%"
"Nov 26, 2021","-0,0562","","","","-253,97%"
"Nov 25, 2021","0,0365","","","","-49,02%"
"Nov 24, 2021","0,0716","","","","51,05%"
"Nov 23, 2021","0,0474","","","","-679,89%"
"Nov 22, 2021","-0,008174","","","","-83,07%"
"Nov 19, 2021","-0,04827","","","","-227,7%"
"Nov 18, 2021","0,0378","","","","-12,3%"
"Nov 17, 2021","0,0431","","","","62,64%"
"Nov 16, 2021","0,0265","","","","1,53%"
"Nov 15, 2021","0,0261","","","","41,85%"
"Nov 12, 2021","0,0184","","","","-42,32%"
"Nov 11, 2021","0,0319","","","","-680%"
"Nov 10, 2021","-0,0055","","","","-77,55%"
"Nov 09, 2021","-0,0245","","","","-271,33%"
"Nov 08, 2021","0,0143","","","","-198,62%"
"Nov 05, 2021","-0,0145","","","","-121,9%"
"Nov 04, 2021","0,0662","","","","-37,25%"
"Nov 03, 2021","0,1055","","","","16,57%"
"Nov 02, 2021","0.085","0.160","0.160","0.075","-36.57%"
"Nov 01, 2021","0.134","0.137","0.183","0.126","-2.55%"
"Oct 29, 2021","0.138","0.100","0.184","0.100","28.50%"
"Oct 28, 2021","0.107","0.074","0.144","0.061","100.00%"
"Oct 27, 2021","0.054","0.132","0.132","0.047","-52.86%"
"Oct 26, 2021","0.113","0.133","0.147","0.105","-13.69%"
"Oct 25, 2021","0.132","0.134","0.170","0.125","-7.07%"
"Oct 22, 2021","0.141","0.172","0.184","0.134","-23.72%"
"Oct 21, 2021","0.185","0.149","0.186","0.128","32.03%"
"Oct 20, 2021","0.140","0.150","0.160","0.123","-4.10%"
"Oct 19, 2021","0.147","0.098","0.155","0.077","40.19%"
"Oct 18, 2021","0.105","0.113","0.136","0.086","12.37%"
"Oct 15, 2021","0.093","0.074","0.103","0.068","53.72%"
"Oct 14, 2021","0.060","0.134","0.149","0.055","-52.92%"
"Oct 13, 2021","0.128","0.177","0.178","0.114","-26.36%"
"Oct 12, 2021","0.175","0.146","0.185","0.132","15.95%"
"Oct 11, 2021","0.150","0.137","0.162","0.117","25.94%"
"Oct 08, 2021","0.119","0.105","0.125","0.079","41.42%"
"Oct 07, 2021","0.084","0.098","0.103","0.065","-3.98%"
"Oct 06, 2021","0.088","0.105","0.120","0.068","8.64%"
"Oct 05, 2021","0.081","0.054","0.100","0.036","62.00%"
"Oct 04, 2021","0.050","0.035","0.100","0.026","72.41%"
"Oct 01, 2021","0.029","0.068","0.099","0.019","-64.63%"
"Sep 30, 2021","0.082","0.081","0.112","0.070","-4.09%"
"Sep 29, 2021","0.086","0.096","0.112","0.063","-16.59%"
"Sep 28, 2021","0.102","0.094","0.123","0.078","28.93%"
"Sep 27, 2021","0.079","0.063","0.109","0.058","-2.45%"
"Sep 24, 2021","0.082","0.058","0.086","0.049","56.73%"
"Sep 23, 2021","0.052","-0.029","0.052","-0.029","-270.49%"
"Sep 22, 2021","-0.031","-0.023","-0.011","-0.041","3.39%"
"Sep 21, 2021","-0.030","-0.022","-0.002","-0.051","-10.61%"
"Sep 20, 2021","-0.033","0.013","0.013","-0.040","-571.43%"
"Sep 17, 2021","0.007","-0.006","0.050","-0.022","133.33%"
"Sep 16, 2021","0.003","-0.020","0.010","-0.026","-110.91%"
"Sep 15, 2021","-0.027","-0.052","-0.020","-0.062","-46.60%"
"Sep 14, 2021","-0.052","-0.034","-0.011","-0.064","27.16%"
"Sep 13, 2021","-0.041","-0.043","-0.030","-0.074","3.85%"
"Sep 10, 2021","-0.039","-0.075","-0.038","-0.076","-51.85%"
"Sep 09, 2021","-0.081","-0.038","-0.026","-0.083","128.17%"
"Sep 08, 2021","-0.036","-0.023","-0.017","-0.047","61.36%"
"Sep 07, 2021","-0.022","-0.069","-0.019","-0.073","-68.57%"
"Sep 06, 2021","-0.070","-0.065","-0.052","-0.076","10.24%"
"Sep 03, 2021","-0.064","-0.077","-0.049","-0.097","-25.73%"
"Sep 02, 2021","-0.086","-0.068","-0.068","-0.097","17.93%"
"Sep 01, 2021","-0.072","-0.068","-0.049","-0.090","-15.70%"
"Aug 31, 2021","-0.086","-0.136","-0.072","-0.145","-37.68%"
"Aug 30, 2021","-0.138","-0.121","-0.103","-0.138","14.52%"
"Aug 27, 2021","-0.120","-0.105","-0.097","-0.122","13.68%"
"Aug 26, 2021","-0.106","-0.115","-0.093","-0.130","-10.55%"
"Aug 25, 2021","-0.119","-0.167","-0.107","-0.207","-27.74%"
"Aug 24, 2021","-0.164","-0.171","-0.157","-0.188","-7.61%"
"Aug 23, 2021","-0.177","-0.179","-0.150","-0.192","-7.07%"
"Aug 20, 2021","-0.191","-0.183","-0.180","-0.197","4.09%"
"Aug 19, 2021","-0.184","-0.185","-0.169","-0.199","4.86%"
"Aug 18, 2021","-0.175","-0.164","-0.163","-0.186","3.55%"
"Aug 17, 2021","-0.169","-0.171","-0.161","-0.198","2.11%"
"Aug 16, 2021","-0.166","-0.179","-0.150","-0.187","-2.93%"
"Aug 13, 2021","-0.170","-0.151","-0.139","-0.171","14.43%"
"Aug 12, 2021","-0.149","-0.156","-0.138","-0.166","-7.74%"
"Aug 11, 2021","-0.162","-0.148","-0.128","-0.180","4.87%"
"Aug 10, 2021","-0.154","-0.155","-0.140","-0.176","0.00%"
"Aug 09, 2021","-0.154","-0.158","-0.146","-0.174","2.33%"
"Aug 06, 2021","-0.150","-0.190","-0.144","-0.193","-24.56%"
"Aug 05, 2021","-0.199","-0.189","-0.186","-0.218","0.50%"
"Aug 04, 2021","-0.199","-0.183","-0.171","-0.213","5.87%"
"Aug 03, 2021","-0.188","-0.172","-0.150","-0.191","2.46%"
"Aug 02, 2021","-0.183","-0.154","-0.139","-0.192","12.96%"
"Jul 30, 2021","-0.162","-0.156","-0.132","-0.166","4.85%"
"Jul 29, 2021","-0.154","-0.153","-0.117","-0.165","-4.63%"
"Jul 28, 2021","-0.162","-0.140","-0.131","-0.162","14.49%"
"Jul 27, 2021","-0.141","-0.112","-0.112","-0.144","28.05%"
"Jul 26, 2021","-0.111","-0.128","-0.095","-0.146","-11.24%"
"Jul 23, 2021","-0.124","-0.122","-0.097","-0.125","-3.11%"
"Jul 22, 2021","-0.128","-0.100","-0.082","-0.137","24.76%"
"Jul 21, 2021","-0.103","-0.125","-0.094","-0.140","-17.27%"
"Jul 20, 2021","-0.124","-0.107","-0.102","-0.151","11.16%"
"Jul 19, 2021","-0.112","-0.088","-0.074","-0.120","69.70%"
"Jul 16, 2021","-0.066","-0.058","-0.051","-0.084","32.00%"
"Jul 15, 2021","-0.050","-0.046","-0.038","-0.060","47.06%"
"Jul 14, 2021","-0.034","-0.019","0.010","-0.038","70.00%"
"Jul 13, 2021","-0.020","-0.021","-0.007","-0.034","-16.67%"
"Jul 12, 2021","-0.024","-0.019","-0.013","-0.038","77.78%"
"Jul 09, 2021","-0.014","-0.025","-0.009","-0.039","-67.86%"
"Jul 08, 2021","-0.042","-0.034","-0.029","-0.076","211.11%"
"Jul 07, 2021","-0.014","0.009","0.029","-0.049","-280.00%"
"Jul 06, 2021","0.007","0.066","0.097","0.004","-88.37%"
"Jul 05, 2021","0.064","0.040","0.097","0.038","43.33%"
"Jul 02, 2021","0.045","0.072","0.078","0.032","-39.60%"
"Jul 01, 2021","0.075","0.079","0.097","0.064","7.97%"
"Jun 30, 2021","0.069","0.109","0.115","0.063","-33.01%"
"Jun 29, 2021","0.103","0.087","0.119","0.086","21.18%"
"Jun 28, 2021","0.085","0.123","0.125","0.081","-27.35%"
"Jun 25, 2021","0.117","0.091","0.124","0.086","32.95%"
"Jun 24, 2021","0.088","0.097","0.115","0.082","-6.38%"
"Jun 23, 2021","0.094","0.113","0.130","0.079","-19.31%"
"Jun 22, 2021","0.116","0.105","0.136","0.101","13.11%"
"Jun 21, 2021","0.103","0.078","0.119","0.058","38.26%"
"Jun 18, 2021","0.075","0.086","0.092","0.058","-14.37%"
"Jun 17, 2021","0.087","0.075","0.127","0.075","-22.67%"
"Jun 16, 2021","0.112","0.094","0.116","0.072","25.00%"
"Jun 15, 2021","0.090","0.073","0.097","0.062","20.81%"
"Jun 14, 2021","0.075","0.054","0.076","0.046","35.45%"
"Jun 11, 2021","0.055","0.075","0.075","0.038","-7.56%"
"Jun 10, 2021","0.060","0.086","0.114","0.060","-30.81%"
"Jun 09, 2021","0.086","0.106","0.116","0.064","-23.89%"
"Jun 08, 2021","0.113","0.136","0.138","0.098","-18.41%"
"Jun 07, 2021","0.139","0.122","0.140","0.116","18.88%"
"Jun 04, 2021","0.116","0.149","0.153","0.113","-18.53%"
"Jun 03, 2021","0.143","0.126","0.156","0.126","9.58%"
"Jun 02, 2021","0.131","0.146","0.146","0.125","-3.69%"
"Jun 01, 2021","0.135","0.127","0.150","0.122","7.11%"
"May 31, 2021","0.126","0.137","0.162","0.126","-4.53%"
"May 28, 2021","0.132","0.138","0.159","0.122","-2.93%"
"May 27, 2021","0.137","0.108","0.149","0.100","24.66%"
"May 26, 2021","0.109","0.148","0.149","0.099","-20.36%"
"May 25, 2021","0.138","0.172","0.175","0.138","-22.75%"
"May 24, 2021","0.178","0.179","0.196","0.168","-4.56%"
"May 21, 2021","0.186","0.212","0.214","0.174","-11.40%"
"May 20, 2021","0.211","0.204","0.230","0.191","0.96%"
"May 19, 2021","0.208","0.188","0.231","0.177","11.20%"
"May 18, 2021","0.188","0.167","0.193","0.162","12.28%"
"May 17, 2021","0.167","0.139","0.181","0.127","18.86%"
"May 14, 2021","0.140","0.149","0.167","0.135","-6.02%"
"May 13, 2021","0.149","0.157","0.178","0.144","-4.17%"
"May 12, 2021","0.156","0.120","0.158","0.097","32.77%"
"May 11, 2021","0.117","0.060","0.123","0.060","72.79%"
"May 10, 2021","0.068","0.053","0.081","0.053","21.43%"
"May 07, 2021","0.056","0.047","0.065","0.014","27.27%"
"May 06, 2021","0.044","0.045","0.064","0.019","29.41%"
"May 05, 2021","0.034","0.038","0.065","0.032","7.94%"
"May 04, 2021","0.032","0.069","0.086","0.021","-49.19%"
"May 03, 2021","0.062","0.072","0.112","0.051","-11.43%"
"Apr 30, 2021","0.070","0.081","0.083","0.062","-15.15%"
"Apr 29, 2021","0.083","0.045","0.097","0.040","189.47%"
"Apr 28, 2021","0.029","0.037","0.072","0.024","-24.00%"
"Apr 27, 2021","0.038","0.022","0.048","0.012","97.37%"
"Apr 26, 2021","0.019","0.020","0.049","0.010","-5.00%"
"Apr 23, 2021","0.020","0.021","0.048","-0.001","400.00%"
"Apr 22, 2021","0.004","0.015","0.048","-0.009","-60.00%"
"Apr 21, 2021","0.010","0.013","0.048","0.001","-37.50%"
"Apr 20, 2021","0.016","0.045","0.070","0.010","-64.84%"
"Apr 19, 2021","0.045","0.017","0.063","0.003","127.50%"
"Apr 16, 2021","0.020","-0.001","0.029","-0.004","-253.85%"
"Apr 15, 2021","-0.013","0.021","0.048","-0.024","-152.00%"
"Apr 14, 2021","0.025","-0.004","0.048","-0.025","-219.05%"
"Apr 13, 2021","-0.021","-0.005","0.023","-0.022","200.00%"
"Apr 12, 2021","-0.007","-0.012","-0.001","-0.043","-22.22%"
"Apr 09, 2021","-0.009","-0.038","0.009","-0.039","-80.43%"
"Apr 08, 2021","-0.046","-0.019","-0.014","-0.052","360.00%"
"Apr 07, 2021","-0.010","-0.018","-0.008","-0.041","0.00%"
"Apr 06, 2021","-0.010","-0.022","0.019","-0.031","-62.26%"
"Apr 05, 2021","-0.026","-0.026","-0.026","-0.026","0.00%"
"Apr 02, 2021","-0.026","-0.026","-0.026","-0.026","120.83%"
"Apr 01, 2021","-0.012","0.010","0.028","-0.031","-150.00%"
"Mar 31, 2021","0.024","0.022","0.048","-0.004","60.00%"
"Mar 30, 2021","0.015","-0.002","0.076","-0.015","-236.36%"
"Mar 29, 2021","-0.011","-0.049","-0.009","-0.065","-72.50%"
"Mar 26, 2021","-0.040","-0.086","-0.036","-0.086","-45.21%"
"Mar 25, 2021","-0.073","-0.056","-0.056","-0.087","16.80%"
"Mar 24, 2021","-0.063","-0.043","-0.040","-0.075","21.36%"
"Mar 23, 2021","-0.052","-0.020","-0.018","-0.056","390.48%"
"Mar 22, 2021","-0.010","0.002","0.002","-0.038","-240.00%"
"Mar 19, 2021","0.007","0.007","0.031","-0.016","-53.13%"
"Mar 18, 2021","0.016","0.002","0.076","-0.007","-328.57%"
"Mar 17, 2021","-0.007","-0.036","0.019","-0.043","-82.05%"
"Mar 16, 2021","-0.039","-0.054","-0.037","-0.067","-15.22%"
"Mar 15, 2021","-0.046","-0.018","-0.013","-0.062","-71.78%"
"Mar 12, 2021","-0.163","-0.179","-0.147","-0.188","-14.66%"
"Mar 11, 2021","-0.191","-0.176","-0.167","-0.226","14.71%"
"Mar 10, 2021","-0.167","-0.181","-0.155","-0.183","-2.35%"
"Mar 09, 2021","-0.170","-0.160","-0.154","-0.201","14.81%"
"Mar 08, 2021","-0.148","-0.162","-0.144","-0.171","-12.65%"
"Mar 05, 2021","-0.170","-0.160","-0.146","-0.181","-5.82%"
"Mar 04, 2021","-0.181","-0.160","-0.159","-0.199","11.76%"
"Mar 03, 2021","-0.162","-0.221","-0.152","-0.225","-25.40%"
"Mar 02, 2021","-0.216","-0.200","-0.171","-0.219","9.90%"
"Mar 01, 2021","-0.197","-0.157","-0.112","-0.208","37.76%"
"Feb 26, 2021","-0.143","-0.083","-0.056","-0.147","326.87%"
"Feb 25, 2021","-0.034","-0.162","-0.030","-0.167","-80.86%"
"Feb 24, 2021","-0.175","-0.201","-0.141","-0.208","-9.33%"
"Feb 23, 2021","-0.193","-0.227","-0.162","-0.227","-9.39%"
"Feb 22, 2021","-0.213","-0.167","-0.162","-0.243","10.08%"
"Feb 19, 2021","-0.193","-0.235","-0.189","-0.235","-17.13%"
"Feb 18, 2021","-0.234","-0.259","-0.216","-0.268","-9.32%"
"Feb 17, 2021","-0.257","-0.234","-0.223","-0.268","10.04%"
"Feb 16, 2021","-0.234","-0.287","-0.231","-0.296","-17.02%"
"Feb 15, 2021","-0.282","-0.299","-0.276","-0.333","-12.96%"
"Feb 12, 2021","-0.324","-0.359","-0.323","-0.369","-9.75%"
"Feb 11, 2021","-0.359","-0.351","-0.350","-0.377","2.72%"
"Feb 10, 2021","-0.350","-0.344","-0.331","-0.359","1.90%"
"Feb 09, 2021","-0.343","-0.342","-0.329","-0.359","1.18%"
"Feb 08, 2021","-0.339","-0.325","-0.313","-0.353","1.19%"
"Feb 05, 2021","-0.335","-0.357","-0.313","-0.364","-5.10%"
"Feb 04, 2021","-0.353","-0.354","-0.341","-0.370","-1.40%"
"Feb 03, 2021","-0.358","-0.370","-0.357","-0.382","-4.91%"
"Feb 02, 2021","-0.377","-0.402","-0.372","-0.408","-7.49%"
"Feb 01, 2021","-0.407","-0.417","-0.393","-0.423","-1.93%"
"Jan 29, 2021","-0.415","-0.430","-0.387","-0.439","-3.26%"
"Jan 28, 2021","-0.429","-0.449","-0.423","-0.457","-4.45%"
"Jan 27, 2021","-0.449","-0.436","-0.428","-0.467","3.94%"
"Jan 26, 2021","-0.432","-0.442","-0.429","-0.465","-5.26%"
"Jan 25, 2021","-0.456","-0.423","-0.412","-0.458","7.55%"
"Jan 22, 2021","-0.424","-0.394","-0.394","-0.431","7.07%"
"Jan 21, 2021","-0.396","-0.443","-0.396","-0.487","-9.69%"
"Jan 20, 2021","-0.438","-0.428","-0.417","-0.445","1.04%"
"Jan 19, 2021","-0.434","-0.428","-0.413","-0.438","-1.36%"
"Jan 18, 2021","-0.440","-0.460","-0.425","-0.466","-3.72%"
"Jan 15, 2021","-0.457","-0.465","-0.442","-0.475","0.00%"
"Jan 14, 2021","-0.457","-0.449","-0.438","-0.475","-0.54%"
"Jan 13, 2021","-0.460","-0.417","-0.409","-0.466","9.93%"
"Jan 12, 2021","-0.418","-0.419","-0.387","-0.429","-3.02%"
"Jan 11, 2021","-0.431","-0.465","-0.424","-0.475","-6.71%"
"Jan 08, 2021","-0.462","-0.451","-0.450","-0.474","-0.32%"
"Jan 07, 2021","-0.463","-0.454","-0.445","-0.481","-0.86%"
"Jan 06, 2021","-0.468","-0.447","-0.431","-0.486","-2.91%"
"Jan 05, 2021","-0.481","-0.498","-0.478","-0.505","-4.27%"
"Jan 04, 2021","-0.503","-0.464","-0.454","-0.510","8.99%"
"Jan 01, 2021","-0.461","-0.461","-0.461","-0.461","-0.11%"
"Dec 31, 2020","-0.462","-0.461","-0.461","-0.462","-2.43%"
"Dec 30, 2020","-0.474","-0.463","-0.439","-0.477","1.07%"
"Dec 29, 2020","-0.468","-0.458","-0.453","-0.472","-0.21%"
"Dec 28, 2020","-0.470","-0.435","-0.426","-0.472","9.19%"
"Dec 25, 2020","-0.430","-0.426","-0.426","-0.430","-2.49%"
