Date (Austria),Price,Open,High,Low,Change %
2020-12-28,-0.412,-0.409,-0.391,-0.419,0.24%
2020-12-24,-0.411,-0.414,-0.411,-0.415,3.27%
2020-12-23,-0.398,-0.445,-0.382,-0.457,-10.96%
2020-12-22,-0.447,-0.445,-0.413,-0.454,4.93%
2020-12-21,-0.426,-0.455,-0.422,-0.472,2.16%
2020-12-18,-0.417,-0.423,-0.388,-0.430,-0.24%
2020-12-17,-0.418,-0.406,-0.389,-0.443,1.21%
2020-12-16,-0.413,-0.456,-0.387,-0.460,-7.81%
2020-12-15,-0.448,-0.463,-0.439,-0.473,-4.07%
2020-12-14,-0.467,-0.469,-0.439,-0.474,-1.48%
2020-12-11,-0.474,-0.449,-0.444,-0.486,6.52%
2020-12-10,-0.445,-0.452,-0.421,-0.478,-2.20%
2020-12-09,-0.455,-0.448,-0.427,-0.457,0.00%
2020-12-08,-0.455,-0.439,-0.422,-0.465,4.36%
2020-12-07,-0.436,-0.402,-0.400,-0.444,12.37%
2020-12-04,-0.388,-0.403,-0.375,-0.414,-0.51%
2020-12-03,-0.390,-0.373,-0.357,-0.400,8.33%
2020-12-02,-0.360,-0.361,-0.344,-0.378,-2.17%
2020-12-01,-0.368,-0.424,-0.355,-0.427,-11.75%
2020-11-30,-0.417,-0.433,-0.401,-0.448,-3.02%
2020-11-27,-0.430,-0.431,-0.416,-0.442,-0.46%
2020-11-26,-0.432,-0.404,-0.398,-0.435,3.35%
2020-11-25,-0.418,-0.405,-0.394,-0.430,1.46%
2020-11-24,-0.412,-0.408,-0.406,-0.432,-3.29%
2020-11-23,-0.426,-0.435,-0.410,-0.448,-3.73%
2020-11-21,-0.442,-0.440,-0.440,-0.442,1.03%
2020-11-20,-0.438,-0.424,-0.409,-0.440,3.55%
2020-11-19,-0.423,-0.410,-0.403,-0.428,4.44%
2020-11-18,-0.405,-0.423,-0.396,-0.430,-1.70%
2020-11-17,-0.412,-0.395,-0.384,-0.419,4.83%
2020-11-16,-0.393,-0.405,-0.363,-0.422,-0.51%
2020-11-13,-0.395,-0.405,-0.382,-0.414,3.67%
2020-11-12,-0.381,-0.378,-0.350,-0.389,6.42%
2020-11-11,-0.358,-0.325,-0.316,-0.373,7.19%
2020-11-10,-0.334,-0.351,-0.320,-0.369,-5.38%
2020-11-09,-0.353,-0.449,-0.338,-0.470,-19.59%
2020-11-06,-0.439,-0.450,-0.420,-0.467,-3.52%
2020-11-05,-0.455,-0.455,-0.430,-0.470,3.17%
2020-11-04,-0.441,-0.474,-0.424,-0.480,4.75%
2020-11-03,-0.421,-0.440,-0.407,-0.443,-6.03%
2020-11-02,-0.448,-0.440,-0.412,-0.451,4.19%
2020-10-30,-0.430,-0.440,-0.413,-0.449,-5.08%
2020-10-29,-0.453,-0.423,-0.418,-0.457,3.90%
2020-10-28,-0.436,-0.445,-0.411,-0.459,0.69%
2020-10-27,-0.433,-0.413,-0.389,-0.438,8.79%
2020-10-26,-0.398,-0.414,-0.377,-0.426,1.79%
2020-10-23,-0.391,-0.390,-0.366,-0.408,1.03%
2020-10-22,-0.387,-0.404,-0.375,-0.421,-4.91%
2020-10-21,-0.407,-0.409,-0.388,-0.430,-4.24%
2020-10-20,-0.425,-0.447,-0.407,-0.451,-4.71%
2020-10-19,-0.446,-0.442,-0.439,-0.455,-0.67%
2020-10-16,-0.449,-0.440,-0.433,-0.470,2.28%
2020-10-15,-0.439,-0.428,-0.420,-0.470,7.07%
2020-10-14,-0.410,-0.394,-0.393,-0.429,4.06%
2020-10-13,-0.394,-0.391,-0.373,-0.404,2.60%
2020-10-12,-0.384,-0.380,-0.362,-0.391,5.79%
2020-10-09,-0.363,-0.362,-0.359,-0.389,0.55%
2020-10-08,-0.361,-0.335,-0.323,-0.370,8.73%
2020-10-07,-0.332,-0.359,-0.321,-0.371,-3.77%
2020-10-06,-0.345,-0.343,-0.327,-0.362,1.77%
2020-10-05,-0.339,-0.369,-0.331,-0.378,-6.87%
2020-10-02,-0.364,-0.363,-0.348,-0.383,2.82%
2020-10-01,-0.354,-0.345,-0.322,-0.362,2.61%
2020-09-30,-0.345,-0.371,-0.337,-0.378,-5.74%
2020-09-29,-0.366,-0.355,-0.349,-0.378,4.57%
2020-09-28,-0.350,-0.346,-0.330,-0.363,-1.96%
2020-09-25,-0.357,-0.328,-0.322,-0.363,6.25%
2020-09-24,-0.336,-0.344,-0.329,-0.368,0.00%
2020-09-23,-0.336,-0.345,-0.323,-0.359,-1.47%
2020-09-22,-0.341,-0.352,-0.327,-0.366,-6.83%
2020-09-21,-0.366,-0.323,-0.309,-0.372,15.82%
2020-09-18,-0.316,-0.316,-0.305,-0.350,-2.17%
2020-09-17,-0.323,-0.321,-0.292,-0.347,0.00%
2020-09-16,-0.323,-0.317,-0.303,-0.338,2.87%
2020-09-15,-0.314,-0.313,-0.295,-0.327,1.95%
2020-09-14,-0.308,-0.307,-0.303,-0.340,-0.32%
2020-09-11,-0.309,-0.287,-0.274,-0.313,22.13%
2020-09-10,-0.253,-0.282,-0.244,-0.306,-10.60%
2020-09-09,-0.283,-0.314,-0.277,-0.334,-10.73%
2020-09-08,-0.317,-0.295,-0.279,-0.333,8.56%
2020-09-07,-0.292,-0.271,-0.265,-0.316,-2.67%
2020-09-04,-0.300,-0.311,-0.288,-0.325,-6.83%
2020-09-03,-0.322,-0.298,-0.285,-0.331,5.23%
2020-09-02,-0.306,-0.264,-0.245,-0.310,31.90%
2020-09-01,-0.232,-0.234,-0.202,-0.248,4.50%
2020-08-31,-0.222,-0.221,-0.203,-0.238,-2.20%
2020-08-28,-0.227,-0.203,-0.192,-0.247,1.79%
2020-08-27,-0.223,-0.253,-0.214,-0.294,0.45%
2020-08-26,-0.222,-0.246,-0.215,-0.252,-10.48%
2020-08-25,-0.248,-0.301,-0.232,-0.303,-19.22%
2020-08-24,-0.307,-0.312,-0.286,-0.323,-3.15%
2020-08-21,-0.317,-0.308,-0.297,-0.337,1.93%
2020-08-20,-0.311,-0.289,-0.274,-0.329,8.36%
2020-08-19,-0.287,-0.280,-0.274,-0.313,5.51%
2020-08-18,-0.272,-0.280,-0.248,-0.289,-0.37%
2020-08-17,-0.273,-0.240,-0.231,-0.274,15.19%
2020-08-14,-0.237,-0.222,-0.215,-0.246,2.60%
2020-08-13,-0.231,-0.294,-0.224,-0.300,-16.30%
2020-08-12,-0.276,-0.278,-0.256,-0.293,-7.38%
2020-08-11,-0.298,-0.320,-0.278,-0.341,-11.31%
2020-08-10,-0.336,-0.302,-0.292,-0.350,7.69%
2020-08-07,-0.312,-0.306,-0.301,-0.339,-4.29%
2020-08-06,-0.326,-0.282,-0.276,-0.340,13.19%
2020-08-05,-0.288,-0.323,-0.278,-0.341,-14.29%
2020-08-04,-0.336,-0.291,-0.284,-0.345,14.68%
2020-08-03,-0.293,-0.289,-0.277,-0.308,-5.79%
2020-07-31,-0.311,-0.334,-0.295,-0.347,-3.12%
2020-07-30,-0.321,-0.297,-0.290,-0.339,11.07%
2020-07-29,-0.289,-0.308,-0.273,-0.317,-3.99%
2020-07-28,-0.301,-0.268,-0.264,-0.314,7.50%
2020-07-27,-0.280,-0.249,-0.235,-0.295,19.66%
2020-07-24,-0.234,-0.279,-0.226,-0.301,-16.73%
2020-07-23,-0.281,-0.285,-0.270,-0.296,-3.44%
2020-07-22,-0.291,-0.258,-0.247,-0.301,12.36%
2020-07-21,-0.259,-0.243,-0.243,-0.273,-2.26%
2020-07-20,-0.265,-0.205,-0.201,-0.280,5.58%
2020-07-19,-0.251,-0.251,-0.251,-0.251,3.29%
2020-07-17,-0.243,-0.252,-0.228,-0.272,-5.81%
2020-07-16,-0.258,-0.237,-0.219,-0.272,9.79%
2020-07-15,-0.235,-0.226,-0.208,-0.256,0.43%
2020-07-14,-0.234,-0.221,-0.204,-0.241,23.16%
2020-07-13,-0.190,-0.231,-0.188,-0.251,-28.03%
2020-07-11,-0.264,-0.264,-0.264,-0.264,1.54%
2020-07-10,-0.260,-0.260,-0.249,-0.272,4.00%
2020-07-09,-0.250,-0.219,-0.218,-0.259,12.61%
2020-07-08,-0.222,-0.223,-0.213,-0.242,6.22%
2020-07-07,-0.209,-0.223,-0.193,-0.234,-1.88%
2020-07-06,-0.213,-0.206,-0.186,-0.227,2.40%
2020-07-03,-0.208,-0.204,-0.195,-0.229,0.00%
2020-07-02,-0.208,-0.142,-0.141,-0.216,35.06%
2020-07-01,-0.154,-0.196,-0.141,-0.205,-28.04%
2020-06-30,-0.214,-0.222,-0.211,-0.249,0.47%
2020-06-29,-0.213,-0.219,-0.200,-0.230,-10.88%
2020-06-27,-0.239,-0.238,-0.238,-0.239,3.02%
2020-06-26,-0.232,-0.228,-0.211,-0.236,6.91%
2020-06-25,-0.217,-0.199,-0.196,-0.232,5.85%
2020-06-24,-0.205,-0.142,-0.136,-0.208,26.54%
2020-06-23,-0.162,-0.179,-0.151,-0.197,-18.59%
2020-06-22,-0.199,-0.164,-0.157,-0.221,7.28%
2020-06-20,-0.185,-0.185,-0.185,-0.185,4.80%
2020-06-19,-0.177,-0.158,-0.138,-0.184,8.59%
2020-06-18,-0.163,-0.140,-0.129,-0.171,17.27%
2020-06-17,-0.139,-0.127,-0.108,-0.159,-7.33%
2020-06-16,-0.150,-0.131,-0.117,-0.160,2.74%
2020-06-15,-0.146,-0.162,-0.138,-0.179,-8.75%
2020-06-13,-0.160,-0.160,-0.160,-0.160,11.11%
2020-06-12,-0.144,-0.115,-0.108,-0.154,15.20%
2020-06-11,-0.125,-0.075,-0.072,-0.139,165.96%
2020-06-10,-0.047,-0.036,-0.020,-0.063,30.56%
2020-06-09,-0.036,-0.052,-0.031,-0.080,-41.94%
2020-06-08,-0.062,-0.026,0.005,-0.065,"-3,200.00%"
2020-06-05,0.002,-0.041,0.020,-0.045,-104.08%
2020-06-04,-0.049,-0.029,-0.018,-0.077,44.12%
2020-06-03,-0.034,-0.062,-0.026,-0.103,-62.22%
2020-06-02,-0.090,-0.082,-0.078,-0.122,23.29%
2020-06-01,-0.073,-0.093,-0.058,-0.113,-33.64%
2020-05-29,-0.110,-0.091,-0.084,-0.130,14.58%
2020-05-28,-0.096,-0.049,-0.040,-0.101,41.18%
2020-05-27,-0.068,-0.057,-0.022,-0.081,11.48%
2020-05-26,-0.061,-0.075,-0.035,-0.081,-44.04%
2020-05-25,-0.109,-0.115,-0.094,-0.124,-2.68%
2020-05-23,-0.112,-0.112,-0.112,-0.112,4.67%
2020-05-22,-0.107,-0.129,-0.097,-0.145,-13.01%
2020-05-21,-0.123,-0.116,-0.086,-0.128,50.00%
2020-05-20,-0.082,-0.078,-0.056,-0.099,0.00%
2020-05-19,-0.082,-0.054,-0.041,-0.098,36.67%
2020-05-18,-0.060,-0.094,-0.045,-0.135,-43.40%
2020-05-15,-0.106,-0.121,-0.093,-0.144,-9.40%
2020-05-14,-0.117,-0.132,-0.094,-0.145,-2.50%
2020-05-13,-0.120,-0.104,-0.083,-0.135,51.90%
2020-05-12,-0.079,-0.048,-0.030,-0.095,14.49%
2020-05-11,-0.069,-0.079,-0.048,-0.095,-33.01%
2020-05-08,-0.103,-0.112,-0.083,-0.126,-3.74%
2020-05-07,-0.107,-0.039,-0.019,-0.111,48.61%
2020-05-06,-0.072,-0.102,-0.046,-0.125,-40.00%
2020-05-05,-0.120,-0.104,-0.067,-0.139,4.35%
2020-05-04,-0.115,-0.142,-0.099,-0.148,-33.33%
2020-05-01,-0.172,-0.172,-0.172,-0.172,15.00%
2020-04-30,-0.150,-0.095,-0.069,-0.157,123.88%
2020-04-29,-0.067,-0.047,-0.015,-0.094,63.41%
2020-04-28,-0.041,-0.021,0.020,-0.049,78.26%
2020-04-27,-0.023,0.001,0.019,-0.035,475.00%
2020-04-24,-0.004,0.026,0.056,-0.021,-107.69%
2020-04-23,0.052,0.126,0.144,0.047,-48.00%
2020-04-22,0.100,0.046,0.108,0.032,525.00%
2020-04-21,0.016,0.042,0.053,-0.007,-77.14%
2020-04-20,0.070,0.022,0.072,-0.017,-99.93%
2020-04-17,99.998,99.852,100.128,99.681,"624,887.48%"
2020-04-16,0.016,0.035,0.058,-0.006,-20.00%
2020-04-15,0.020,0.075,0.078,0.003,-76.19%
2020-04-14,0.084,0.132,0.136,0.050,-4.00%
2020-04-13,0.087,0.088,0.088,0.087,-0.57%
2020-04-10,0.088,0.088,0.088,0.088,-22.12%
2020-04-09,0.113,0.192,0.195,0.094,-33.92%
2020-04-08,0.171,0.122,0.193,0.120,3.01%
2020-04-07,0.166,0.107,0.166,0.097,133.80%
2020-04-06,0.071,0.095,0.125,0.066,-8.97%
2020-04-03,0.078,0.080,0.084,0.043,20.00%
2020-04-02,0.065,0.090,0.104,0.047,44.44%
2020-04-01,0.045,-0.015,0.049,-0.041,95.65%
2020-03-31,0.023,-0.031,0.029,-0.034,-179.31%
2020-03-30,-0.029,-0.044,-0.021,-0.087,-34.09%
2020-03-27,-0.044,0.045,0.045,-0.067,-157.14%
2020-03-26,0.077,0.193,0.226,0.077,-68.83%
2020-03-25,0.247,0.146,0.247,0.146,44.44%
2020-03-24,0.171,0.130,0.179,0.120,62.86%
2020-03-23,0.105,0.113,0.120,0.061,-21.64%
2020-03-20,0.134,0.201,0.209,0.114,-36.49%
2020-03-19,0.211,0.109,0.211,-0.003,-31.27%
2020-03-18,0.307,0.242,0.396,0.240,64.17%
2020-03-17,0.187,0.167,0.268,0.134,31.69%
2020-03-16,0.142,-0.014,0.152,-0.015,-340.68%
2020-03-13,-0.059,-0.188,-0.058,-0.223,-78.78%
2020-03-12,-0.278,-0.388,-0.261,-0.404,-21.47%
2020-03-11,-0.354,-0.367,-0.314,-0.382,-2.48%
2020-03-10,-0.363,-0.396,-0.307,-0.415,-18.79%
2020-03-09,-0.447,-0.509,-0.426,-0.532,3.11%
2020-03-07,-0.433,-0.433,-0.433,-0.433,4.71%
2020-03-06,-0.414,-0.455,-0.405,-0.472,-6.33%
2020-03-05,-0.442,-0.384,-0.380,-0.448,7.80%
2020-03-04,-0.410,-0.396,-0.380,-0.422,0.74%
2020-03-03,-0.407,-0.356,-0.328,-0.416,10.60%
2020-03-02,-0.368,-0.371,-0.349,-0.436,-0.27%
2020-02-28,-0.369,-0.366,-0.356,-0.405,8.53%
2020-02-27,-0.340,-0.316,-0.309,-0.356,11.11%
2020-02-26,-0.306,-0.329,-0.280,-0.346,-8.38%
2020-02-25,-0.334,-0.303,-0.291,-0.338,9.51%
2020-02-24,-0.305,-0.293,-0.289,-0.336,15.97%
2020-02-21,-0.263,-0.286,-0.262,-0.304,-4.71%
2020-02-20,-0.276,-0.261,-0.250,-0.288,8.66%
2020-02-19,-0.254,-0.242,-0.231,-0.266,3.25%
2020-02-18,-0.246,-0.259,-0.229,-0.279,3.36%
2020-02-17,-0.238,-0.234,-0.214,-0.255,-2.46%
2020-02-14,-0.244,-0.218,-0.216,-0.255,10.41%
2020-02-13,-0.221,-0.236,-0.212,-0.259,0.00%
2020-02-12,-0.221,-0.193,-0.184,-0.230,0.45%
2020-02-11,-0.220,-0.222,-0.207,-0.248,-9.47%
2020-02-10,-0.243,-0.207,-0.201,-0.248,11.47%
2020-02-07,-0.218,-0.202,-0.193,-0.232,11.79%
2020-02-06,-0.195,-0.172,-0.159,-0.198,3.17%
2020-02-05,-0.189,-0.229,-0.174,-0.240,-16.00%
2020-02-04,-0.225,-0.249,-0.209,-0.257,-16.36%
2020-02-03,-0.269,-0.249,-0.234,-0.270,2.67%
2020-01-31,-0.262,-0.226,-0.220,-0.273,12.45%
2020-01-30,-0.233,-0.217,-0.210,-0.240,14.78%
2020-01-29,-0.203,-0.178,-0.176,-0.212,18.71%
2020-01-28,-0.171,-0.196,-0.166,-0.213,-12.31%
2020-01-27,-0.195,-0.157,-0.153,-0.211,25.00%
2020-01-24,-0.156,-0.123,-0.104,-0.163,14.71%
2020-01-23,-0.136,-0.085,-0.080,-0.140,67.90%
2020-01-22,-0.081,-0.059,-0.052,-0.097,22.73%
2020-01-21,-0.066,-0.041,-0.024,-0.079,50.00%
2020-01-20,-0.044,-0.031,-0.025,-0.047,4.76%
2020-01-17,-0.042,-0.036,-0.022,-0.055,-4.55%
2020-01-16,-0.044,-0.027,-0.016,-0.052,22.22%
2020-01-15,-0.036,-0.006,0.000,-0.051,"1,100.00%"
2020-01-14,-0.003,0.007,0.020,-0.010,-120.00%
2020-01-13,0.015,-0.025,0.023,-0.033,-155.56%
2020-01-10,-0.027,-0.018,0.002,-0.036,145.45%
2020-01-09,-0.011,-0.010,0.001,-0.036,-67.65%
2020-01-08,-0.034,-0.077,-0.030,-0.085,-46.87%
2020-01-07,-0.064,-0.066,-0.056,-0.084,-13.51%
2020-01-06,-0.074,-0.087,-0.062,-0.100,-1.33%
2020-01-03,-0.075,-0.046,-0.045,-0.093,294.74%
2020-01-02,-0.019,0.029,0.057,-0.033,-173.08%
2019-12-31,0.026,0.026,0.026,0.026,-23.53%
2019-12-30,0.034,-0.011,0.041,-0.027,-209.68%
2019-12-27,-0.031,-0.035,-0.021,-0.044,-6.06%
2019-12-26,-0.033,-0.033,-0.033,-0.033,0.00%
2019-12-25,-0.033,-0.033,-0.033,-0.033,-10.81%
2019-12-24,-0.037,-0.036,-0.036,-0.037,76.19%
2019-12-23,-0.021,-0.034,-0.016,-0.054,0.00%
2019-12-20,-0.021,-0.011,0.009,-0.039,50.00%
2019-12-19,-0.014,-0.014,0.018,-0.023,-51.72%
2019-12-18,-0.029,-0.074,-0.009,-0.084,-60.27%
2019-12-17,-0.073,-0.079,-0.053,-0.081,28.07%
2019-12-16,-0.057,-0.062,-0.044,-0.092,-28.75%
2019-12-13,-0.080,0.006,0.013,-0.082,90.48%
2019-12-12,-0.042,-0.085,-0.025,-0.114,-55.32%
2019-12-11,-0.094,-0.078,-0.066,-0.098,30.56%
2019-12-10,-0.072,-0.075,-0.051,-0.081,1.41%
2019-12-09,-0.071,-0.068,-0.061,-0.091,24.56%
2019-12-06,-0.057,-0.064,-0.040,-0.087,-16.18%
2019-12-05,-0.068,-0.096,-0.047,-0.102,-20.00%
2019-12-04,-0.085,-0.136,-0.085,-0.142,-34.11%
2019-12-03,-0.129,-0.036,-0.030,-0.131,138.89%
2019-12-02,-0.054,-0.074,-0.036,-0.091,-56.80%
2019-11-29,-0.125,-0.124,-0.108,-0.144,-6.02%
2019-11-28,-0.133,-0.141,-0.117,-0.155,-5.00%
2019-11-27,-0.140,-0.137,-0.117,-0.142,6.87%
2019-11-26,-0.131,-0.110,-0.093,-0.142,18.02%
2019-11-25,-0.111,-0.112,-0.096,-0.125,-9.76%
2019-11-22,-0.123,-0.083,-0.060,-0.129,41.38%
2019-11-21,-0.087,-0.110,-0.076,-0.120,-22.32%
2019-11-20,-0.112,-0.115,-0.101,-0.146,17.89%
2019-11-19,-0.095,-0.098,-0.081,-0.106,0.00%
2019-11-18,-0.095,-0.083,-0.069,-0.115,14.46%
2019-11-15,-0.083,-0.097,-0.078,-0.111,-27.83%
2019-11-14,-0.115,-0.072,-0.063,-0.117,74.24%
2019-11-13,-0.066,-0.041,-0.025,-0.076,164.00%
2019-11-12,-0.025,-0.013,-0.001,-0.029,66.67%
2019-11-11,-0.015,-0.050,-0.010,-0.052,-70.00%
2019-11-09,-0.050,-0.050,-0.050,-0.050,13.64%
2019-11-08,-0.044,-0.022,0.008,-0.051,109.52%
2019-11-07,-0.021,-0.086,-0.012,-0.098,-79.61%
2019-11-06,-0.103,-0.077,-0.065,-0.110,37.33%
2019-11-05,-0.075,-0.100,-0.067,-0.101,-34.78%
2019-11-04,-0.115,-0.120,-0.103,-0.135,-17.27%
2019-11-01,-0.139,-0.159,-0.130,-0.180,-17.75%
2019-10-31,-0.169,-0.146,-0.141,-0.184,45.69%
2019-10-30,-0.116,-0.117,-0.097,-0.135,-3.33%
2019-10-29,-0.120,-0.098,-0.092,-0.126,27.66%
2019-10-28,-0.094,-0.129,-0.079,-0.141,-29.32%
2019-10-25,-0.133,-0.157,-0.126,-0.166,-21.30%
2019-10-24,-0.169,-0.155,-0.120,-0.179,6.29%
2019-10-23,-0.159,-0.159,-0.147,-0.180,23.26%
2019-10-22,-0.129,-0.107,-0.106,-0.149,14.16%
2019-10-21,-0.113,-0.139,-0.101,-0.142,-23.13%
2019-10-18,-0.147,-0.167,-0.133,-0.175,-17.88%
2019-10-17,-0.179,-0.171,-0.104,-0.179,11.88%
2019-10-16,-0.160,-0.161,-0.149,-0.206,-13.51%
2019-10-15,-0.185,-0.213,-0.163,-0.236,-11.90%
2019-10-14,-0.210,-0.222,-0.200,-0.237,10.53%
2019-10-11,-0.190,-0.213,-0.179,-0.248,-11.63%
2019-10-10,-0.215,-0.286,-0.215,-0.295,-25.35%
2019-10-09,-0.288,-0.327,-0.282,-0.334,-13.51%
2019-10-08,-0.333,-0.293,-0.289,-0.343,4.39%
2019-10-07,-0.319,-0.333,-0.308,-0.345,-4.20%
2019-10-05,-0.333,-0.328,-0.328,-0.333,2.15%
2019-10-04,-0.326,-0.332,-0.316,-0.349,0.00%
2019-10-03,-0.326,-0.312,-0.302,-0.349,10.88%
2019-10-02,-0.294,-0.288,-0.270,-0.304,-3.61%
2019-10-01,-0.305,-0.291,-0.251,-0.318,-4.69%
2019-09-30,-0.320,-0.298,-0.279,-0.331,4.92%
2019-09-27,-0.305,-0.325,-0.301,-0.342,-6.44%
2019-09-26,-0.326,-0.319,-0.293,-0.338,7.59%
2019-09-25,-0.303,-0.343,-0.301,-0.361,-9.28%
2019-09-24,-0.334,-0.319,-0.301,-0.349,2.45%
2019-09-23,-0.326,-0.268,-0.244,-0.343,27.84%
2019-09-20,-0.255,-0.259,-0.237,-0.272,2.82%
2019-09-19,-0.248,-0.235,-0.213,-0.256,-2.36%
2019-09-18,-0.254,-0.219,-0.211,-0.259,14.93%
2019-09-17,-0.221,-0.232,-0.200,-0.242,-4.33%
2019-09-16,-0.231,-0.201,-0.192,-0.242,23.53%
2019-09-13,-0.187,-0.234,-0.184,-0.257,-27.80%
2019-09-12,-0.259,-0.293,-0.251,-0.388,-11.30%
2019-09-11,-0.292,-0.272,-0.255,-0.308,4.29%
2019-09-10,-0.280,-0.304,-0.269,-0.316,-9.97%
2019-09-09,-0.311,-0.373,-0.290,-0.378,-14.79%
2019-09-06,-0.365,-0.321,-0.304,-0.378,17.36%
2019-09-05,-0.311,-0.388,-0.304,-0.404,-24.15%
2019-09-04,-0.410,-0.408,-0.366,-0.428,-5.96%
2019-09-03,-0.436,-0.434,-0.423,-0.480,-0.23%
2019-09-02,-0.437,-0.436,-0.413,-0.445,0.69%
2019-08-31,-0.434,-0.434,-0.434,-0.434,-2.03%
2019-08-30,-0.443,-0.442,-0.416,-0.457,1.84%
2019-08-29,-0.435,-0.452,-0.419,-0.462,-4.19%
2019-08-28,-0.454,-0.446,-0.433,-0.475,2.25%
2019-08-27,-0.444,-0.428,-0.405,-0.447,7.51%
2019-08-26,-0.413,-0.420,-0.390,-0.428,-1.43%
2019-08-23,-0.419,-0.375,-0.352,-0.424,6.62%
2019-08-22,-0.393,-0.431,-0.361,-0.443,-6.65%
2019-08-21,-0.421,-0.421,-0.389,-0.434,-3.66%
2019-08-20,-0.437,-0.400,-0.391,-0.457,10.91%
2019-08-19,-0.394,-0.410,-0.367,-0.435,-8.37%
2019-08-16,-0.430,-0.440,-0.388,-0.472,-4.23%
2019-08-15,-0.449,-0.404,-0.377,-0.455,13.96%
2019-08-14,-0.394,-0.361,-0.351,-0.399,13.22%
2019-08-13,-0.348,-0.351,-0.321,-0.360,3.57%
2019-08-12,-0.336,-0.326,-0.317,-0.341,4.67%
2019-08-09,-0.321,-0.349,-0.311,-0.363,-1.83%
2019-08-08,-0.327,-0.327,-0.296,-0.350,-4.66%
2019-08-07,-0.343,-0.317,-0.313,-0.381,11.73%
2019-08-06,-0.307,-0.285,-0.278,-0.315,7.34%
2019-08-05,-0.286,-0.293,-0.272,-0.307,7.12%
2019-08-02,-0.267,-0.249,-0.242,-0.276,17.11%
2019-08-01,-0.228,-0.204,-0.187,-0.242,4.11%
2019-07-31,-0.219,-0.180,-0.174,-0.220,20.99%
2019-07-30,-0.181,-0.177,-0.165,-0.190,2.26%
2019-07-29,-0.177,-0.165,-0.157,-0.186,12.74%
2019-07-26,-0.157,-0.161,-0.134,-0.167,6.80%
2019-07-25,-0.147,-0.163,-0.112,-0.206,-8.12%
2019-07-24,-0.160,-0.129,-0.124,-0.173,12.68%
2019-07-23,-0.142,-0.129,-0.113,-0.148,14.52%
2019-07-22,-0.124,-0.095,-0.094,-0.137,8.77%
2019-07-20,-0.114,-0.114,-0.114,-0.114,-0.87%
2019-07-19,-0.115,-0.111,-0.092,-0.119,17.35%
2019-07-18,-0.098,-0.090,-0.080,-0.112,32.43%
2019-07-17,-0.074,-0.058,-0.047,-0.087,94.74%
2019-07-16,-0.038,-0.027,-0.022,-0.060,31.03%
2019-07-15,-0.029,0.010,0.019,-0.040,-307.14%
2019-07-13,0.014,0.014,0.014,0.014,55.56%
2019-07-12,0.009,-0.003,0.030,-0.018,-190.00%
2019-07-11,-0.010,-0.060,0.002,-0.063,-77.27%
2019-07-10,-0.044,-0.072,-0.016,-0.075,-49.43%
2019-07-09,-0.087,-0.111,-0.083,-0.117,-22.32%
2019-07-08,-0.112,-0.136,-0.109,-0.142,0.00%
2019-07-05,-0.112,-0.143,-0.086,-0.154,-24.32%
2019-07-04,-0.148,-0.132,-0.122,-0.160,21.31%
2019-07-03,-0.122,-0.117,-0.105,-0.132,27.08%
2019-07-02,-0.096,-0.082,-0.064,-0.098,23.08%
2019-07-01,-0.078,-0.037,-0.029,-0.091,44.44%
2019-06-28,-0.054,-0.045,-0.028,-0.056,20.00%
2019-06-27,-0.045,-0.015,0.007,-0.045,73.08%
2019-06-26,-0.026,-0.036,-0.012,-0.049,-43.48%
2019-06-25,-0.046,-0.021,-0.014,-0.052,142.11%
2019-06-24,-0.019,-0.010,0.000,-0.032,"1,800.00%"
2019-06-21,-0.001,-0.019,0.019,-0.032,-97.22%
2019-06-20,-0.036,-0.023,-0.011,-0.039,800.00%
2019-06-19,-0.004,-0.027,0.012,-0.039,-88.57%
2019-06-18,-0.035,0.044,0.050,-0.050,-170.00%
2019-06-17,0.050,0.037,0.064,0.029,35.14%
2019-06-14,0.037,0.034,0.047,0.016,-19.57%
2019-06-13,0.046,0.041,0.059,0.035,-11.54%
2019-06-12,0.052,0.052,0.068,0.037,-14.75%
2019-06-11,0.061,0.075,0.082,0.055,-21.79%
2019-06-10,0.078,0.051,0.089,0.045,143.75%
2019-06-07,0.032,0.074,0.084,0.025,-58.44%
2019-06-06,0.077,0.090,0.120,0.066,-23.76%
2019-06-05,0.101,0.095,0.123,0.085,-15.13%
2019-06-04,0.119,0.107,0.122,0.095,-0.83%
2019-06-03,0.120,0.121,0.132,0.104,-3.23%
2019-05-31,0.124,0.129,0.141,0.112,-20.51%
2019-05-30,0.156,0.159,0.177,0.141,7.59%
2019-05-29,0.145,0.160,0.169,0.141,-14.71%
2019-05-28,0.170,0.176,0.185,0.155,-3.95%
2019-05-27,0.177,0.200,0.204,0.168,-9.23%
2019-05-25,0.195,0.204,0.204,0.195,-1.52%
2019-05-24,0.198,0.205,0.214,0.190,-1.49%
2019-05-23,0.201,0.228,0.232,0.194,-11.84%
2019-05-22,0.228,0.243,0.262,0.226,-10.24%
2019-05-21,0.254,0.231,0.264,0.224,11.40%
2019-05-20,0.228,0.217,0.243,0.207,9.09%
2019-05-17,0.209,0.212,0.229,0.184,-5.43%
2019-05-16,0.221,0.213,0.232,0.198,-3.49%
2019-05-15,0.229,0.242,0.252,0.190,-9.49%
2019-05-14,0.253,0.253,0.271,0.236,3.69%
