Date (Germany),Price,Open,High,Low,Change %
2020-06-18,-0.4420,-0.4280,-0.4170,-0.4540,3.76%
2020-06-17,-0.4260,-0.4280,-0.3940,-0.4460,-0.47%
2020-06-16,-0.4280,-0.4180,-0.4050,-0.4430,-3.60%
2020-06-15,-0.4440,-0.4520,-0.4360,-0.4700,-0.45%
2020-06-13,-0.4460,-0.4460,-0.4460,-0.4460,1.83%
2020-06-12,-0.4380,-0.4120,-0.4040,-0.4470,6.05%
2020-06-11,-0.4130,-0.3730,-0.3640,-0.4310,25.53%
2020-06-10,-0.3290,-0.3100,-0.3020,-0.3360,5.79%
2020-06-09,-0.3110,-0.3220,-0.3030,-0.3450,-2.20%
2020-06-08,-0.3180,-0.2790,-0.2670,-0.3220,14.80%
2020-06-05,-0.2770,-0.3220,-0.2570,-0.3240,-13.98%
2020-06-04,-0.3220,-0.3430,-0.3030,-0.3720,-9.30%
2020-06-03,-0.3550,-0.3850,-0.3400,-0.4120,-14.25%
2020-06-02,-0.4140,-0.4160,-0.3970,-0.4300,2.73%
2020-06-01,-0.4030,-0.4370,-0.3830,-0.4370,-10.04%
2020-05-29,-0.4480,-0.4350,-0.4190,-0.4580,6.92%
2020-05-28,-0.4190,-0.4140,-0.3990,-0.4400,1.21%
2020-05-27,-0.4140,-0.4330,-0.3860,-0.4560,-3.72%
2020-05-26,-0.4300,-0.4840,-0.4190,-0.4840,-12.96%
2020-05-25,-0.4940,-0.4880,-0.4830,-0.5030,1.23%
2020-05-22,-0.4880,-0.5090,-0.4820,-0.5200,-1.41%
2020-05-21,-0.4950,-0.4840,-0.4580,-0.5020,5.77%
2020-05-20,-0.4680,-0.4630,-0.4480,-0.4770,0.86%
2020-05-19,-0.4640,-0.4730,-0.4340,-0.4900,-1.69%
2020-05-18,-0.4720,-0.5370,-0.4560,-0.5560,-10.61%
2020-05-15,-0.5280,-0.5330,-0.5240,-0.5660,-2.58%
2020-05-14,-0.5420,-0.5500,-0.5170,-0.5570,2.85%
2020-05-13,-0.5270,-0.5080,-0.5080,-0.5470,3.94%
2020-05-12,-0.5070,-0.5040,-0.4730,-0.5130,-1.17%
2020-05-11,-0.5130,-0.5290,-0.5000,-0.5370,-4.65%
2020-05-08,-0.5380,-0.5450,-0.5280,-0.5700,-1.47%
2020-05-07,-0.5460,-0.5050,-0.4790,-0.5530,8.55%
2020-05-06,-0.5030,-0.5590,-0.5020,-0.5680,-12.82%
2020-05-05,-0.5770,-0.5550,-0.5170,-0.5910,2.85%
2020-05-04,-0.5610,-0.5890,-0.5370,-0.5930,-4.27%
2020-05-01,-0.5860,-0.5855,-0.5720,-0.5860,-0.51%
2020-04-30,-0.5890,-0.4960,-0.4920,-0.5930,19.23%
2020-04-29,-0.4940,-0.4660,-0.4610,-0.5070,5.33%
2020-04-28,-0.4690,-0.4470,-0.4210,-0.4760,3.99%
2020-04-27,-0.4510,-0.4740,-0.4320,-0.4810,-4.85%
2020-04-24,-0.4740,-0.4650,-0.4440,-0.4780,12.32%
2020-04-23,-0.4220,-0.4190,-0.3760,-0.4420,3.69%
2020-04-22,-0.4070,-0.4810,-0.4060,-0.4860,-14.32%
2020-04-21,-0.4750,-0.4690,-0.4540,-0.5100,6.03%
2020-04-20,-0.4480,-0.4760,-0.4380,-0.4950,-5.08%
2020-04-17,-0.4720,-0.4500,-0.4500,-0.4880,0.21%
2020-04-16,-0.4710,-0.4450,-0.4250,-0.4860,1.95%
2020-04-15,-0.4620,-0.3770,-0.3770,-0.4770,22.55%
2020-04-14,-0.3770,-0.3220,-0.3140,-0.4020,7.87%
2020-04-13,-0.3495,-0.3495,-0.3495,-0.3495,1.30%
2020-04-09,-0.3450,-0.3150,-0.2870,-0.3600,11.65%
2020-04-08,-0.3090,-0.3600,-0.2890,-0.3720,-0.32%
2020-04-07,-0.3100,-0.4030,-0.3040,-0.4060,-26.89%
2020-04-06,-0.4240,-0.4120,-0.3910,-0.4330,-3.85%
2020-04-03,-0.4410,-0.4410,-0.4250,-0.4600,1.15%
2020-04-02,-0.4360,-0.4540,-0.4060,-0.4580,-5.83%
2020-04-01,-0.4630,-0.5100,-0.4510,-0.5290,-1.28%
2020-03-31,-0.4690,-0.4970,-0.4530,-0.5090,-5.44%
2020-03-30,-0.4960,-0.4760,-0.4720,-0.5520,4.42%
2020-03-27,-0.4750,-0.3940,-0.3880,-0.5020,31.94%
2020-03-26,-0.3600,-0.2880,-0.2860,-0.3840,36.36%
2020-03-25,-0.2640,-0.3350,-0.2570,-0.3480,-18.77%
2020-03-24,-0.3250,-0.3600,-0.3140,-0.3770,-13.79%
2020-03-23,-0.3770,-0.3350,-0.3330,-0.4030,15.64%
2020-03-20,-0.3260,-0.2540,-0.2360,-0.3410,69.79%
2020-03-19,-0.1920,-0.3650,-0.1420,-0.3840,-16.52%
2020-03-18,-0.2300,-0.3830,-0.2000,-0.3870,-46.76%
2020-03-17,-0.4320,-0.4310,-0.3730,-0.4750,-6.29%
2020-03-16,-0.4610,-0.5980,-0.4490,-0.6010,-15.88%
2020-03-13,-0.5480,-0.6730,-0.5390,-0.6830,-26.24%
2020-03-12,-0.7430,-0.7910,-0.7090,-0.8020,-0.40%
2020-03-11,-0.7460,-0.7920,-0.7340,-0.8180,-6.87%
2020-03-10,-0.8010,-0.7330,-0.7030,-0.8190,-6.21%
2020-03-09,-0.8540,-0.7950,-0.7950,-0.9090,19.86%
2020-03-07,-0.7125,-0.7125,-0.7125,-0.7125,-0.07%
2020-03-06,-0.7130,-0.7060,-0.6990,-0.7460,4.39%
2020-03-05,-0.6830,-0.6200,-0.6100,-0.6890,7.05%
2020-03-04,-0.6380,-0.6430,-0.6090,-0.6480,1.75%
2020-03-03,-0.6270,-0.6120,-0.5690,-0.6420,0.97%
2020-03-02,-0.6210,-0.6190,-0.5780,-0.6670,2.14%
2020-02-28,-0.6080,-0.5730,-0.5690,-0.6270,12.38%
2020-02-27,-0.5410,-0.5180,-0.5040,-0.5670,6.92%
2020-02-26,-0.5060,-0.5090,-0.4720,-0.5310,-0.78%
2020-02-25,-0.5100,-0.4680,-0.4650,-0.5200,6.25%
2020-02-24,-0.4800,-0.4660,-0.4560,-0.5000,12.15%
2020-02-21,-0.4280,-0.4520,-0.4270,-0.4650,-3.39%
2020-02-20,-0.4430,-0.4190,-0.4100,-0.4470,5.48%
2020-02-19,-0.4200,-0.4030,-0.3910,-0.4230,3.45%
2020-02-18,-0.4060,-0.4210,-0.3910,-0.4320,1.25%
2020-02-17,-0.4010,-0.3910,-0.3780,-0.4070,0.00%
2020-02-14,-0.4010,-0.3930,-0.3790,-0.4110,3.89%
2020-02-13,-0.3860,-0.3990,-0.3750,-0.4140,2.93%
2020-02-12,-0.3750,-0.3760,-0.3550,-0.3860,-4.34%
2020-02-11,-0.3920,-0.3970,-0.3800,-0.4080,-4.62%
2020-02-10,-0.4110,-0.3790,-0.3770,-0.4130,6.75%
2020-02-07,-0.3850,-0.3690,-0.3680,-0.4000,4.90%
2020-02-06,-0.3670,-0.3550,-0.3390,-0.3700,1.94%
2020-02-05,-0.3600,-0.4060,-0.3550,-0.4160,-9.32%
2020-02-04,-0.3970,-0.4270,-0.3910,-0.4340,-10.38%
2020-02-03,-0.4430,-0.4310,-0.4300,-0.4470,2.07%
2020-01-31,-0.4340,-0.3990,-0.3970,-0.4450,7.16%
2020-01-30,-0.4050,-0.3950,-0.3910,-0.4130,7.14%
2020-01-29,-0.3780,-0.3520,-0.3500,-0.3840,-0.26%
2020-01-28,-0.3790,-0.3770,-0.3760,-0.4040,-1.56%
2020-01-27,-0.3850,-0.3350,-0.3330,-0.3910,14.58%
2020-01-24,-0.3360,-0.2990,-0.2800,-0.3370,9.80%
2020-01-23,-0.3060,-0.2600,-0.2580,-0.3130,17.24%
2020-01-22,-0.2610,-0.2380,-0.2380,-0.2740,5.67%
2020-01-21,-0.2470,-0.2340,-0.2080,-0.2560,13.30%
2020-01-20,-0.2180,-0.2140,-0.2050,-0.2220,1.87%
2020-01-17,-0.2140,-0.2050,-0.2010,-0.2260,-0.93%
2020-01-16,-0.2160,-0.2000,-0.1950,-0.2250,9.09%
2020-01-15,-0.1980,-0.1710,-0.1690,-0.2230,-4.35%
2020-01-14,-0.2070,-0.1910,-0.1880,-0.2150,6.15%
2020-01-13,-0.1950,-0.2330,-0.1900,-0.2360,-17.02%
2020-01-10,-0.2350,-0.2240,-0.2010,-0.2390,7.80%
2020-01-09,-0.2180,-0.2330,-0.2130,-0.2460,-9.92%
2020-01-08,-0.2420,-0.2960,-0.2390,-0.2990,-14.49%
2020-01-07,-0.2830,-0.2800,-0.2690,-0.2970,-1.05%
2020-01-06,-0.2860,-0.2930,-0.2790,-0.3110,2.14%
2020-01-03,-0.2800,-0.2520,-0.2480,-0.3020,26.70%
2020-01-02,-0.2210,-0.1800,-0.1570,-0.2390,18.18%
2019-12-31,-0.1870,-0.1870,-0.1870,-0.1870,2.75%
2019-12-30,-0.1820,-0.2510,-0.1720,-0.2520,-27.78%
2019-12-27,-0.2520,-0.2590,-0.2370,-0.2590,2.86%
2019-12-26,-0.2450,-0.2460,-0.2450,-0.2460,0.00%
2019-12-25,-0.2450,-0.2460,-0.2450,-0.2460,0.20%
2019-12-24,-0.2445,-0.2460,-0.2445,-0.2460,2.30%
2019-12-23,-0.2390,-0.2560,-0.2350,-0.2720,-4.40%
2019-12-20,-0.2500,-0.2360,-0.2180,-0.2530,6.84%
2019-12-19,-0.2340,-0.2470,-0.2080,-0.2510,-5.65%
2019-12-18,-0.2480,-0.2920,-0.2370,-0.3060,-15.36%
2019-12-17,-0.2930,-0.2940,-0.2760,-0.2990,6.55%
2019-12-16,-0.2750,-0.2840,-0.2660,-0.3080,-5.17%
2019-12-13,-0.2900,-0.2210,-0.2150,-0.2970,7.81%
2019-12-12,-0.2690,-0.3250,-0.2590,-0.3420,-16.46%
2019-12-11,-0.3220,-0.2960,-0.2930,-0.3230,8.78%
2019-12-10,-0.2960,-0.3050,-0.2830,-0.3110,-3.58%
2019-12-09,-0.3070,-0.2890,-0.2870,-0.3220,6.97%
2019-12-06,-0.2870,-0.2930,-0.2720,-0.3120,-3.37%
2019-12-05,-0.2970,-0.3300,-0.2760,-0.3300,-5.11%
2019-12-04,-0.3130,-0.3450,-0.3130,-0.3650,-10.06%
2019-12-03,-0.3480,-0.2690,-0.2600,-0.3520,24.29%
2019-12-02,-0.2800,-0.3230,-0.2690,-0.3230,-22.22%
2019-11-29,-0.3600,-0.3630,-0.3400,-0.3740,0.00%
2019-11-28,-0.3600,-0.3700,-0.3560,-0.3860,-3.23%
2019-11-27,-0.3720,-0.3700,-0.3550,-0.3810,0.27%
2019-11-26,-0.3710,-0.3520,-0.3390,-0.3790,6.30%
2019-11-25,-0.3490,-0.3560,-0.3430,-0.3620,-2.79%
2019-11-22,-0.3590,-0.3210,-0.3030,-0.3650,10.12%
2019-11-21,-0.3260,-0.3550,-0.3200,-0.3610,-6.05%
2019-11-20,-0.3470,-0.3630,-0.3460,-0.3840,2.36%
2019-11-19,-0.3390,-0.3360,-0.3230,-0.3430,0.89%
2019-11-18,-0.3360,-0.3360,-0.3140,-0.3520,0.30%
2019-11-16,-0.3350,-0.3360,-0.3350,-0.3360,0.00%
2019-11-15,-0.3350,-0.3250,-0.3250,-0.3480,-4.29%
2019-11-14,-0.3500,-0.3030,-0.3000,-0.3530,17.45%
2019-11-13,-0.2980,-0.2570,-0.2530,-0.3080,18.25%
2019-11-12,-0.2520,-0.2360,-0.2270,-0.2560,3.28%
2019-11-11,-0.2440,-0.2680,-0.2410,-0.2740,-8.79%
2019-11-09,-0.2675,-0.2675,-0.2675,-0.2675,2.49%
2019-11-08,-0.2610,-0.2540,-0.2180,-0.2700,11.54%
2019-11-07,-0.2340,-0.3330,-0.2320,-0.3420,-29.94%
2019-11-06,-0.3340,-0.3100,-0.2950,-0.3350,8.09%
2019-11-05,-0.3090,-0.3390,-0.3020,-0.3450,-11.46%
2019-11-04,-0.3490,-0.3770,-0.3450,-0.3770,-8.40%
2019-11-01,-0.3810,-0.4070,-0.3740,-0.4170,-5.46%
2019-10-31,-0.4030,-0.3730,-0.3730,-0.4210,13.52%
2019-10-30,-0.3550,-0.3550,-0.3370,-0.3690,1.14%
2019-10-29,-0.3510,-0.3320,-0.3270,-0.3590,6.04%
2019-10-28,-0.3310,-0.3590,-0.3200,-0.3750,-9.07%
2019-10-25,-0.3640,-0.3970,-0.3570,-0.4030,-10.34%
2019-10-24,-0.4060,-0.3880,-0.3600,-0.4150,4.10%
2019-10-23,-0.3900,-0.3870,-0.3840,-0.4140,6.27%
2019-10-22,-0.3670,-0.3400,-0.3360,-0.3820,6.38%
2019-10-21,-0.3450,-0.3760,-0.3340,-0.3780,-9.21%
2019-10-18,-0.3800,-0.4060,-0.3670,-0.4080,-6.86%
2019-10-17,-0.4080,-0.4050,-0.3330,-0.4090,5.97%
2019-10-16,-0.3850,-0.4130,-0.3770,-0.4360,-7.67%
2019-10-15,-0.4170,-0.4580,-0.4050,-0.4730,-8.15%
2019-10-14,-0.4540,-0.4650,-0.4520,-0.4820,2.02%
2019-10-11,-0.4450,-0.4650,-0.4270,-0.4990,-5.12%
2019-10-10,-0.4690,-0.5480,-0.4660,-0.5540,-14.57%
2019-10-09,-0.5490,-0.5860,-0.5440,-0.5910,-7.58%
2019-10-08,-0.5940,-0.5560,-0.5440,-0.5990,3.30%
2019-10-07,-0.5750,-0.5850,-0.5700,-0.6020,-1.71%
2019-10-05,-0.5850,-0.5850,-0.5850,-0.5850,-0.34%
2019-10-04,-0.5870,-0.5840,-0.5750,-0.6040,0.00%
2019-10-03,-0.5870,-0.5520,-0.5520,-0.6040,7.31%
2019-10-02,-0.5470,-0.5430,-0.5250,-0.5570,-2.67%
2019-10-01,-0.5620,-0.5490,-0.5090,-0.5690,-1.75%
2019-09-30,-0.5720,-0.5800,-0.5420,-0.5830,-0.17%
2019-09-28,-0.5730,-0.5770,-0.5730,-0.5770,-0.35%
2019-09-27,-0.5750,-0.5810,-0.5630,-0.5970,-1.37%
2019-09-26,-0.5830,-0.5730,-0.5640,-0.5940,1.22%
2019-09-25,-0.5760,-0.6020,-0.5690,-0.6220,-4.00%
2019-09-24,-0.6000,-0.5710,-0.5590,-0.6080,2.92%
2019-09-23,-0.5830,-0.5250,-0.5080,-0.5970,11.69%
2019-09-20,-0.5220,-0.5050,-0.5000,-0.5260,2.96%
2019-09-19,-0.5070,-0.5010,-0.4760,-0.5120,-0.20%
2019-09-18,-0.5080,-0.4690,-0.4690,-0.5130,7.17%
2019-09-17,-0.4740,-0.4830,-0.4620,-0.4950,-1.25%
2019-09-16,-0.4800,-0.4630,-0.4440,-0.4920,7.87%
2019-09-13,-0.4450,-0.5020,-0.4340,-0.5140,-15.08%
2019-09-12,-0.5240,-0.5540,-0.5080,-0.6470,-6.60%
2019-09-11,-0.5610,-0.5420,-0.5270,-0.5740,2.37%
2019-09-10,-0.5480,-0.5730,-0.5410,-0.5870,-5.84%
2019-09-09,-0.5820,-0.6360,-0.5650,-0.6400,-8.78%
2019-09-07,-0.6380,-0.6380,-0.6380,-0.6380,0.16%
2019-09-06,-0.6370,-0.5850,-0.5730,-0.6400,7.06%
2019-09-05,-0.5950,-0.6570,-0.5710,-0.6700,-11.85%
2019-09-04,-0.6750,-0.6910,-0.6350,-0.6980,-3.98%
2019-09-03,-0.7030,-0.6990,-0.6940,-0.7430,0.14%
2019-09-02,-0.7020,-0.7030,-0.6740,-0.7050,-0.14%
2019-08-30,-0.7030,-0.6980,-0.6770,-0.7180,1.30%
2019-08-29,-0.6940,-0.7130,-0.6770,-0.7200,-2.25%
2019-08-28,-0.7100,-0.6970,-0.6930,-0.7280,2.31%
2019-08-27,-0.6940,-0.6680,-0.6650,-0.6980,4.68%
2019-08-26,-0.6630,-0.7040,-0.6520,-0.7040,-2.07%
2019-08-23,-0.6770,-0.6230,-0.6030,-0.6830,4.96%
2019-08-22,-0.6450,-0.6770,-0.6140,-0.6950,-3.87%
2019-08-21,-0.6710,-0.6800,-0.6450,-0.6860,-2.89%
2019-08-20,-0.6910,-0.6540,-0.6490,-0.7110,6.14%
2019-08-19,-0.6510,-0.6730,-0.6240,-0.6910,-4.82%
2019-08-16,-0.6840,-0.7080,-0.6450,-0.7270,-3.80%
2019-08-15,-0.7110,-0.6610,-0.6410,-0.7140,9.55%
2019-08-14,-0.6490,-0.6080,-0.6080,-0.6570,6.74%
2019-08-13,-0.6080,-0.6040,-0.5870,-0.6190,2.53%
2019-08-12,-0.5930,-0.5720,-0.5710,-0.5970,3.13%
2019-08-09,-0.5750,-0.5950,-0.5650,-0.5980,3.05%
2019-08-08,-0.5580,-0.5760,-0.5230,-0.5810,-4.12%
2019-08-07,-0.5820,-0.5490,-0.5370,-0.6100,8.38%
2019-08-06,-0.5370,-0.5110,-0.5090,-0.5440,4.07%
2019-08-05,-0.5160,-0.5220,-0.5040,-0.5370,4.24%
2019-08-02,-0.4950,-0.4780,-0.4710,-0.5020,10.24%
2019-08-01,-0.4490,-0.4330,-0.4120,-0.4660,1.58%
2019-07-31,-0.4420,-0.4020,-0.3970,-0.4420,11.34%
2019-07-30,-0.3970,-0.3950,-0.3880,-0.4060,2.06%
2019-07-29,-0.3890,-0.3850,-0.3770,-0.4010,3.18%
2019-07-27,-0.3770,-0.3770,-0.3770,-0.3770,0.00%
2019-07-26,-0.3770,-0.3680,-0.3580,-0.3820,4.43%
2019-07-25,-0.3610,-0.3790,-0.3300,-0.4220,-4.50%
2019-07-24,-0.3780,-0.3500,-0.3430,-0.3900,7.08%
2019-07-23,-0.3530,-0.3350,-0.3320,-0.3590,2.62%
2019-07-22,-0.3440,-0.3190,-0.3140,-0.3470,6.17%
2019-07-20,-0.3240,-0.3240,-0.3240,-0.3240,0.62%
2019-07-19,-0.3220,-0.3100,-0.3100,-0.3320,3.87%
2019-07-18,-0.3100,-0.3070,-0.2950,-0.3270,8.01%
2019-07-17,-0.2870,-0.2730,-0.2630,-0.2970,-0.69%
2019-07-16,-0.2890,-0.3000,-0.2820,-0.3160,-1.70%
2019-07-15,-0.2940,-0.2450,-0.2430,-0.2990,16.67%
2019-07-13,-0.2520,-0.2520,-0.2520,-0.2520,1.61%
2019-07-12,-0.2480,-0.2490,-0.2240,-0.2660,-6.06%
2019-07-11,-0.2640,-0.3170,-0.2530,-0.3210,-13.73%
2019-07-10,-0.3060,-0.3350,-0.2790,-0.3540,-13.56%
2019-07-09,-0.3540,-0.3700,-0.3450,-0.3740,-3.28%
2019-07-08,-0.3660,-0.3840,-0.3630,-0.3870,1.39%
2019-07-05,-0.3610,-0.4010,-0.3400,-0.4030,-9.52%
2019-07-04,-0.3990,-0.3850,-0.3800,-0.4090,3.64%
2019-07-03,-0.3850,-0.3860,-0.3750,-0.3990,4.62%
2019-07-02,-0.3680,-0.3610,-0.3410,-0.3700,4.25%
2019-07-01,-0.3530,-0.3110,-0.3040,-0.3630,7.62%
2019-06-28,-0.3280,-0.3230,-0.3050,-0.3310,2.50%
2019-06-27,-0.3200,-0.2930,-0.2700,-0.3210,5.61%
2019-06-26,-0.3030,-0.3190,-0.2990,-0.3310,-8.46%
2019-06-25,-0.3310,-0.3120,-0.3040,-0.3360,8.17%
2019-06-24,-0.3060,-0.2870,-0.2850,-0.3140,7.75%
2019-06-21,-0.2840,-0.3110,-0.2730,-0.3220,-10.13%
2019-06-20,-0.3160,-0.3130,-0.3000,-0.3230,9.34%
2019-06-19,-0.2890,-0.3130,-0.2800,-0.3200,-8.83%
2019-06-18,-0.3170,-0.2490,-0.2440,-0.3290,29.39%
2019-06-17,-0.2450,-0.2500,-0.2330,-0.2560,-4.30%
2019-06-14,-0.2560,-0.2500,-0.2410,-0.2710,5.79%
2019-06-13,-0.2420,-0.2400,-0.2320,-0.2520,2.11%
2019-06-12,-0.2370,-0.2370,-0.2280,-0.2480,1.72%
2019-06-11,-0.2330,-0.2150,-0.2140,-0.2360,6.39%
2019-06-10,-0.2190,-0.2470,-0.2110,-0.2480,-14.79%
2019-06-07,-0.2570,-0.2300,-0.2250,-0.2620,7.08%
2019-06-06,-0.2400,-0.2260,-0.1890,-0.2400,5.73%
2019-06-05,-0.2270,-0.2060,-0.2010,-0.2300,9.13%
2019-06-04,-0.2080,-0.2010,-0.2000,-0.2190,3.48%
2019-06-03,-0.2010,-0.2060,-0.1920,-0.2190,-0.99%
2019-05-31,-0.2030,-0.1910,-0.1880,-0.2130,16.00%
2019-05-30,-0.1750,-0.1610,-0.1480,-0.1790,-0.57%
2019-05-29,-0.1760,-0.1610,-0.1570,-0.1790,10.00%
2019-05-28,-0.1600,-0.1400,-0.1350,-0.1640,12.68%
2019-05-27,-0.1420,-0.1140,-0.1100,-0.1470,22.41%
2019-05-25,-0.1160,-0.1110,-0.1110,-0.1170,0.00%
2019-05-24,-0.1160,-0.1130,-0.1040,-0.1220,-3.33%
2019-05-23,-0.1200,-0.0970,-0.0860,-0.1210,44.58%
2019-05-22,-0.0830,-0.0650,-0.0580,-0.0890,43.10%
2019-05-21,-0.0580,-0.0820,-0.0510,-0.0930,-34.09%
2019-05-20,-0.0880,-0.0970,-0.0720,-0.1060,-14.56%
2019-05-17,-0.1030,-0.1110,-0.0890,-0.1290,11.96%
2019-05-16,-0.0920,-0.1080,-0.0830,-0.1200,-7.07%
2019-05-15,-0.0990,-0.0740,-0.0690,-0.1320,41.43%
2019-05-14,-0.0700,-0.0590,-0.0520,-0.0830,-2.78%
2019-05-13,-0.0720,-0.0490,-0.0340,-0.0750,46.94%
2019-05-11,-0.0490,-0.0490,-0.0490,-0.0490,11.36%
2019-05-10,-0.0440,-0.0510,-0.0240,-0.0540,-8.33%
2019-05-09,-0.0480,-0.0460,-0.0390,-0.0690,4.35%
2019-05-08,-0.0460,-0.0290,-0.0230,-0.0630,15.00%
2019-05-07,-0.0400,0.0040,0.0250,-0.0400,-766.67%
2019-05-06,0.0060,-0.0030,0.0200,-0.0080,-66.67%
2019-05-04,0.0180,0.0180,0.0180,0.0180,-25.00%
2019-05-03,0.0240,0.0280,0.0500,0.0090,-17.24%
2019-05-02,0.0290,0.0300,0.0420,0.0040,123.08%
2019-05-01,0.0130,0.0130,0.0130,0.0130,0.00%
2019-04-30,0.0130,-0.0050,0.0510,-0.0100,225.00%
2019-04-29,0.0040,-0.0120,0.0170,-0.0150,-119.05%
2019-04-26,-0.0210,-0.0120,-0.0030,-0.0270,133.33%
2019-04-25,-0.0090,-0.0110,0.0000,-0.0190,-30.77%
2019-04-24,-0.0130,0.0230,0.0360,-0.0180,-132.50%
2019-04-23,0.0400,0.0330,0.0580,0.0280,66.67%
2019-04-22,0.0240,0.0240,0.0240,0.0240,4.35%
2019-04-19,0.0230,0.0240,0.0240,0.0230,0.00%
2019-04-18,0.0230,0.0760,0.0850,0.0170,-71.60%
2019-04-17,0.0810,0.0860,0.1020,0.0720,24.62%
2019-04-16,0.0650,0.0600,0.0730,0.0370,14.04%
2019-04-15,0.0570,0.0580,0.0800,0.0480,0.00%
2019-04-12,0.0570,-0.0100,0.0610,-0.0240,-812.50%
2019-04-11,-0.0080,-0.0260,-0.0040,-0.0320,-69.23%
2019-04-10,-0.0260,-0.0100,0.0020,-0.0390,188.89%
2019-04-09,-0.0090,0.0090,0.0210,-0.0150,-250.00%
2019-04-08,0.0060,-0.0020,0.0120,-0.0070,0.00%
2019-04-05,0.0060,0.0160,0.0240,-0.0070,-200.00%
2019-04-04,-0.0060,0.0060,0.0070,-0.0160,-175.00%
2019-04-03,0.0080,-0.0230,0.0130,-0.0240,-116.33%
2019-04-02,-0.0490,-0.0370,-0.0240,-0.0550,81.48%
2019-04-01,-0.0270,-0.0490,-0.0180,-0.0530,-60.29%
2019-03-30,-0.0680,-0.0680,-0.0680,-0.0680,-4.23%
2019-03-29,-0.0710,-0.0610,-0.0450,-0.0750,0.00%
2019-03-28,-0.0710,-0.0870,-0.0590,-0.0920,-12.35%
2019-03-27,-0.0810,-0.0310,-0.0290,-0.0940,440.00%
2019-03-26,-0.0150,-0.0140,-0.0040,-0.0320,-46.43%
2019-03-25,-0.0280,-0.0200,0.0040,-0.0320,133.33%
2019-03-22,-0.0120,0.0490,0.0540,-0.0330,-128.57%
2019-03-21,0.0420,0.0690,0.0720,0.0340,-49.40%
2019-03-20,0.0830,0.1020,0.1110,0.0760,-17.82%
2019-03-19,0.1010,0.0820,0.1240,0.0740,18.82%
2019-03-18,0.0850,0.0860,0.1020,0.0720,1.19%
2019-03-16,0.0840,0.0840,0.0840,0.0840,1.20%
2019-03-15,0.0830,0.0770,0.1040,0.0660,-2.35%
2019-03-14,0.0850,0.0780,0.0960,0.0660,34.92%
2019-03-13,0.0630,0.0550,0.0760,0.0540,16.67%
2019-03-12,0.0540,0.0800,0.1070,0.0520,-19.40%
2019-03-11,0.0670,0.0650,0.0780,0.0550,-5.63%
2019-03-09,0.0710,0.0710,0.0710,0.0710,0.00%
2019-03-08,0.0710,0.0600,0.0790,0.0480,7.58%
2019-03-07,0.0660,0.1230,0.1390,0.0610,-48.44%
2019-03-06,0.1280,0.1700,0.1700,0.1230,-23.35%
2019-03-05,0.1670,0.1660,0.1870,0.1580,1.83%
2019-03-04,0.1640,0.1930,0.1950,0.1540,-13.23%
2019-03-02,0.1890,0.1890,0.1890,0.1890,2.72%
2019-03-01,0.1840,0.1890,0.2080,0.1790,1.10%
2019-02-28,0.1820,0.1460,0.1950,0.1380,22.97%
2019-02-27,0.1480,0.1100,0.1680,0.1030,24.37%
2019-02-26,0.1190,0.1040,0.1270,0.0910,9.17%
2019-02-25,0.1090,0.1000,0.1230,0.1000,15.96%
2019-02-22,0.0940,0.1250,0.1270,0.0920,-27.13%
2019-02-21,0.1290,0.1050,0.1460,0.0980,30.30%
2019-02-20,0.0990,0.1040,0.1120,0.0890,-5.71%
2019-02-19,0.1050,0.1070,0.1190,0.0840,-6.25%
2019-02-18,0.1120,0.1040,0.1180,0.0970,13.13%
2019-02-16,0.0990,0.0990,0.0990,0.0990,-4.81%
2019-02-15,0.1040,0.1010,0.1170,0.0920,-0.95%
2019-02-14,0.1050,0.1330,0.1330,0.0860,-14.63%
2019-02-13,0.1230,0.1400,0.1450,0.1190,-6.82%
2019-02-12,0.1320,0.1280,0.1460,0.1180,10.92%
2019-02-11,0.1190,0.0940,0.1220,0.0900,35.23%
2019-02-08,0.0880,0.1030,0.1180,0.0770,-24.14%
2019-02-07,0.1160,0.1580,0.1660,0.1050,-28.40%
2019-02-06,0.1620,0.1660,0.1750,0.1540,-4.71%
2019-02-05,0.1700,0.1740,0.2060,0.1640,-3.41%
2019-02-04,0.1760,0.1680,0.1850,0.1600,6.02%
2019-02-01,0.1660,0.1510,0.1700,0.1470,11.41%
2019-01-31,0.1490,0.1720,0.1830,0.1480,-21.16%
2019-01-30,0.1890,0.1960,0.2060,0.1850,-5.03%
2019-01-29,0.1990,0.2100,0.2150,0.1960,-2.93%
2019-01-28,0.2050,0.1860,0.2250,0.1860,7.89%
2019-01-26,0.1900,0.1900,0.1900,0.1900,-1.04%
2019-01-25,0.1920,0.1860,0.2050,0.1770,6.67%
2019-01-24,0.1800,0.2250,0.2290,0.1780,-19.64%
2019-01-23,0.2240,0.2350,0.2490,0.2180,-4.68%
2019-01-22,0.2350,0.2480,0.2610,0.2250,-7.48%
2019-01-21,0.2540,0.2550,0.2640,0.2470,-3.42%
2019-01-18,0.2630,0.2460,0.2760,0.2400,8.23%
2019-01-17,0.2430,0.2180,0.2460,0.2050,8.48%
2019-01-16,0.2240,0.2080,0.2390,0.2070,7.69%
2019-01-15,0.2080,0.2390,0.2410,0.1990,-10.73%
2019-01-14,0.2330,0.2390,0.2390,0.2040,27.32%
