Date,Price,Open,High,Low,Change %,Change_num
2021-07-01,-0.2,-0.198,-0.179,-0.21,-1.48%,0.0030000000000000027
2021-06-30,-0.203,-0.169,-0.167,-0.214,17.34%,-0.030000000000000027
2021-06-29,-0.173,-0.19,-0.16,-0.19,-6.99%,0.013000000000000012
2021-06-28,-0.186,-0.154,-0.153,-0.187,18.85%,-0.0295
2021-06-26,-0.1565,-0.1565,-0.1565,-0.1565,0.32%,-0.0005000000000000004
2021-06-25,-0.156,-0.187,-0.149,-0.188,-16.13%,0.03
2021-06-24,-0.186,-0.18,-0.159,-0.192,3.91%,-0.007000000000000006
2021-06-23,-0.179,-0.163,-0.153,-0.195,11.18%,-0.017999999999999988
2021-06-22,-0.161,-0.169,-0.146,-0.18,-6.94%,0.011999999999999983
2021-06-21,-0.173,-0.2,-0.16,-0.219,-14.36%,0.029000000000000026
2021-06-20,-0.202,-0.202,-0.202,-0.202,0.00%,0.0
2021-06-19,-0.202,-0.202,-0.202,-0.202,-0.49%,0.0010000000000000009
